AUNDEFINED_1579117358748,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Wed Jan 15 2020 14:42:38 GMT-0500 (Eastern Standard Time),Wed Jan 15 2020 14:42:38 GMT-0500 (Eastern Standard Time)
12345,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Wed Jan 15 2020 14:43:52 GMT-0500 (Eastern Standard Time),Wed Jan 15 2020 14:43:52 GMT-0500 (Eastern Standard Time)
AUNDEFINED_1579177592482,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Thu Jan 16 2020 07:26:32 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 07:26:32 GMT-0500 (Eastern Standard Time)
AUNDEFINED_1579179141715,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Thu Jan 16 2020 07:52:21 GMT-0500 (Eastern Standard Time),Thu Jan 16 2020 07:52:21 GMT-0500 (Eastern Standard Time)
AUNDEFINED_1580316551524,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Wed Jan 29 2020 11:49:11 GMT-0500 (Eastern Standard Time),Wed Jan 29 2020 11:49:11 GMT-0500 (Eastern Standard Time)
AUNDEFINED_1580391500911,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Thu Jan 30 2020 08:38:20 GMT-0500 (Eastern Standard Time),Thu Jan 30 2020 08:38:20 GMT-0500 (Eastern Standard Time)
AUNDEFINED_1580404724136,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Thu Jan 30 2020 12:18:44 GMT-0500 (Eastern Standard Time),Thu Jan 30 2020 12:18:44 GMT-0500 (Eastern Standard Time)
test,"[0.8,0.4,0.2]","[0.9,0.5,0.1]",Thu Jan 30 2020 12:27:47 GMT-0500 (Eastern Standard Time),Thu Jan 30 2020 12:27:47 GMT-0500 (Eastern Standard Time)
